visitNumber,visitId,visitStartTime,date,total_visits,total_hits,total_pageviews,total_timeOnSite,total_bounces,total_newVisits,total_screenviews,browser,hitNumber,isEntrance,isExit,hitPagePath,hitPageHostname,hitPageTitle,hitPageSearchKeyword,hitPageSearchCategory,hitPagePathLevel1,transactionId,itemTransactionId,ProductName,ProductSKU,Category,Variant,ProductList, Revenue , TotalCost ,Price,Quantity
2,1472597792,1472597792,20160830,1,20,15,725,,,,Chrome,18,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301612,ORD201608301612,Google Men's 100% Cotton Short Sleeve Hero Tee Black,GGOEGAAB010516,(not set), XL,(not set), 42.87 , 13.59 ,13.59,1
3,1472572445,1472572445,20160830,1,20,16,846,,,,Chrome,19,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301618,ORD201608301618,Google Men's Short Sleeve Badge Tee Charcoal,GGOEGAAJ032615,(not set), LG,(not set), 10.96 , 15.19 ,15.19,1
3,1472572445,1472572445,20160830,1,20,16,846,,,,Chrome,19,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301618,ORD201608301618,Windup Android,GGOEAKDH019899,(not set),Single Option Only,(not set), 10.96 , 6.38 ,3.19,2
1,1472600332,1472600332,20160830,1,21,19,782,,1,,Chrome,20,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301627,ORD201608301627,Google Men's  Zip Hoodie,GGOEGAFB035814,(not set), MD,(not set), 70.55 , 44.79 ,44.79,1
1,1472600332,1472600332,20160830,1,21,19,782,,1,,Chrome,20,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301627,ORD201608301627,Google Men's 100% Cotton Short Sleeve Hero Tee Black,GGOEGAAB010514,(not set), MD,(not set), 70.55 , 13.59 ,13.59,1
1,1472540243,1472540410,20160830,1,22,22,1034,,1,,Chrome,35,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301636,ORD201608301636,YouTube Twill Cap,GGOEYHPB072210,(not set),Single Option Only,(not set), 80.48 , 10.99 ,10.99,1
1,1472540243,1472540410,20160830,1,22,22,1034,,1,,Chrome,35,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301636,ORD201608301636,YouTube Men's Fleece Hoodie Black,GGOEYAFB073114,(not set), MD,(not set), 80.48 , 55.99 ,55.99,1
3,1472615797,1472615797,20160830,1,23,18,568,,,,Chrome,20,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301647,ORD201608301647,Google Men's 100% Cotton Short Sleeve Hero Tee White,GGOEGAAQ010415,(not set), LG,(not set), 62.10 , 13.59 ,13.59,1
3,1472615797,1472615797,20160830,1,23,18,568,,,,Chrome,20,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301647,ORD201608301647,Google Men's 100% Cotton Short Sleeve Hero Tee White,GGOEGAAQ010416,(not set), XL,(not set), 62.10 , 27.18 ,13.59,2
1,1472598022,1472598022,20160830,1,24,17,362,,1,,Chrome,22,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301656,ORD201608301656,Google Baby Essentials Set,GGOEGAWQ062948,(not set), 6M,(not set), 40.69 , 27.19 ,27.19,1
1,1472561033,1472561033,20160830,1,28,22,1342,,1,,Chrome,27,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301681,ORD201608301681,8 pc Android Sticker Sheet,GGOEAFKQ020499,(not set),Single Option Only,(not set), 188.05 , 49.75 ,1.99,25
1,1472561033,1472561033,20160830,1,28,22,1342,,1,,Chrome,27,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301681,ORD201608301681,Maze Pen,GGOEGGOA017399,(not set),Single Option Only,(not set), 188.05 , 99.00 ,0.99,100
4,1472580857,1472580857,20160830,1,29,27,754,,,,Chrome,26,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301688,ORD201608301688,Waterproof Gear Bag,GGOEGBMC056599,(not set),Single Option Only,(not set), 35.09 , 63.99 ,63.99,1
2,1472579351,1472579351,20160830,1,30,26,2150,,,,Chrome,29,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301693,ORD201608301693,Google Men's Short Sleeve Performance Badge Tee Black,GGOEGAAB058916,(not set), XL,(not set), 49.29 , 21.99 ,21.99,1
2,1472579351,1472579351,20160830,1,30,26,2150,,,,Chrome,29,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301693,ORD201608301693,YouTube Men's Fleece Hoodie Black,GGOEYAFB073116,(not set), XL,(not set), 49.29 , 55.99 ,55.99,1
7,1472580873,1472580873,20160830,1,31,23,923,,,,Safari,30,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301698,ORD201608301698,Four Color Retractable Pen,GGOEGOAQ020099,(not set),Single Option Only,(not set), 47.95 , 14.95 ,2.99,5
7,1472580873,1472580873,20160830,1,31,23,923,,,,Safari,30,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301698,ORD201608301698,Bottle Opener Clip,GGOEGFAQ016699,(not set),Single Option Only,(not set), 47.95 , 17.50 ,3.5,5
3,1472589462,1472589462,20160830,1,33,25,464,,,,Chrome,29,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301705,ORD201608301705,22 oz Android Bottle,GGOEADHH055999,(not set),Single Option Only,(not set), 10.56 , 5.98 ,2.99,2
3,1472589462,1472589462,20160830,1,33,25,464,,,,Chrome,29,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301705,ORD201608301705,Foam Can and Bottle Cooler,GGOEGFYQ016599,(not set),Single Option Only,(not set), 10.56 , 3.98 ,1.99,2
3,1472589462,1472589462,20160830,1,33,25,464,,,,Chrome,29,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301705,ORD201608301705,Google 22 oz Water Bottle,GGOEGDHC018299,(not set), BLUE,(not set), 10.56 , 8.97 ,2.99,3
3,1472589462,1472589462,20160830,1,33,25,464,,,,Chrome,29,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301705,ORD201608301705,Google 22 oz Water Bottle,GGOEGDHR018499,(not set), RED,(not set), 10.56 , 5.98 ,2.99,2
1,1472578033,1472578033,20160830,1,34,26,601,,1,,Chrome,32,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301708,ORD201608301708,Google Heavyweight Long Sleeve Hero Tee Navy,GGOEGAEL031113,(not set), SM,(not set), 45.33 , 31.99 ,31.99,1
2,1472587142,1472587142,20160830,1,35,31,762,,,,Chrome,34,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301711,ORD201608301711,Android Men's Vintage Tee,GGOEAAAJ034515,(not set), LG,(not set), 19.44 , 13.59 ,13.59,1
2,1472587142,1472587142,20160830,1,35,31,762,,,,Chrome,34,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301711,ORD201608301711,Red Shine 15 oz Mug,GGOEGDWR015799,(not set),Single Option Only,(not set), 19.44 , 10.39 ,10.39,1
2,1472587142,1472587142,20160830,1,35,31,762,,,,Chrome,34,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301711,ORD201608301711,Google Tri-blend Hoodie Grey,GGOEGAEJ031315,(not set), LG,(not set), 19.44 , 31.99 ,31.99,1
1,1472594569,1472594569,20160830,1,37,27,846,,1,,Chrome,36,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301716,ORD201608301716,Android BTTF Moonshot Shirt,GGOEAAAB034915,(not set), LG,(not set), 47.50 , 13.59 ,13.59,1
1,1472594569,1472594569,20160830,1,37,27,846,,1,,Chrome,36,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301716,ORD201608301716,Google Adult Tee Fruit Games Dragonfruit,GGOEGAAC075715,(not set), LG,(not set), 47.50 , 21.59 ,21.59,1
1,1472602179,1472602179,20160830,1,38,27,494,,1,,Chrome,37,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301719,ORD201608301719,Google Men's 100% Cotton Short Sleeve Hero Tee Red,GGOEGAAR010713,(not set), SM,(not set), 69.62 , 16.99 ,16.99,1
1,1472602179,1472602179,20160830,1,38,27,494,,1,,Chrome,37,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301719,ORD201608301719,Google Insulated Stainless Steel Bottle,GGOEGDHB072099,(not set),Single Option Only,(not set), 69.62 , 19.99 ,19.99,1
1,1472602179,1472602179,20160830,1,38,27,494,,1,,Chrome,37,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301719,ORD201608301719,8 pc Android Sticker Sheet,GGOEAFKQ020499,(not set),Single Option Only,(not set), 69.62 , 1.99 ,1.99,1
1,1472602179,1472602179,20160830,1,38,27,494,,1,,Chrome,37,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301719,ORD201608301719,Google Laptop and Cell Phone Stickers,GGOEGFKQ020399,(not set),Single Option Only,(not set), 69.62 , 1.99 ,1.99,1
1,1472602179,1472602179,20160830,1,38,27,494,,1,,Chrome,37,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301719,ORD201608301719,Red Spiral Google Notebook,GGOEGOCT019199,(not set),Single Option Only,(not set), 69.62 , 9.99 ,9.99,1
1,1472589996,1472589996,20160830,1,40,32,438,,1,,Chrome,17,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301724,ORD201608301724,Engraved Ceramic Google Mug,GGOEGDWC020199,(not set),Single Option Only,(not set), 40.86 , 7.19 ,7.19,1
1,1472589996,1472589996,20160830,1,40,32,438,,1,,Chrome,17,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301724,ORD201608301724,26 oz Double Wall Insulated Bottle,GGOEGDHQ015399,(not set),Single Option Only,(not set), 40.86 , 19.99 ,19.99,1
1,1472589996,1472589996,20160830,1,40,32,438,,1,,Chrome,36,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301724,ORD201608301724,Engraved Ceramic Google Mug,GGOEGDWC020199,(not set),Single Option Only,(not set), 40.86 , 7.19 ,7.19,1
1,1472589996,1472589996,20160830,1,40,32,438,,1,,Chrome,36,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301724,ORD201608301724,26 oz Double Wall Insulated Bottle,GGOEGDHQ015399,(not set),Single Option Only,(not set), 40.86 , 19.99 ,19.99,1
1,1472592260,1472592260,20160830,1,44,34,1477,,1,,Chrome,43,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301728,ORD201608301728,Google Women's Vintage T-Shirt Black,GGOEGALB034117,(not set), 2XL,(not set), 40.45 , 16.99 ,16.99,1
1,1472592260,1472592260,20160830,1,44,34,1477,,1,,Chrome,43,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301728,ORD201608301728,Windup Android,GGOEAKDH019899,(not set),Single Option Only,(not set), 40.45 , 3.99 ,3.99,1
1,1472592260,1472592260,20160830,1,44,34,1477,,1,,Chrome,43,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301728,ORD201608301728,Badge Holder,GGOEGOXQ016399,(not set),Single Option Only,(not set), 40.45 , 3.98 ,1.99,2
3,1472563052,1472563052,20160830,1,50,36,662,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301743,ORD201608301743,Google Men's Short Sleeve Performance Badge Tee Charcoal,GGOEGAAJ057015,(not set), LG,(not set), 101.51 , 43.99 ,43.99,1
3,1472563052,1472563052,20160830,1,50,36,662,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301743,ORD201608301743,Google Men's Vintage Badge Tee Black,GGOEGAAB033815,(not set), LG,(not set), 101.51 , 13.59 ,13.59,1
3,1472563052,1472563052,20160830,1,50,36,662,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301743,ORD201608301743,Google Men's 100% Cotton Short Sleeve Hero Tee Red,GGOEGAAR010715,(not set), LG,(not set), 101.51 , 13.59 ,13.59,1
3,1472563052,1472563052,20160830,1,50,36,662,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301743,ORD201608301743,Foam Can and Bottle Cooler,GGOEGFYQ016599,(not set),Single Option Only,(not set), 101.51 , 9.54 ,1.59,6
1,1472610310,1472610310,20160830,1,53,44,2430,,1,,Chrome,50,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301747,ORD201608301747,Google Canvas Tote Natural/Navy,GGOEGBJL013999,(not set),Single Option Only,(not set), 9.70 , 12.79 ,12.79,1
1,1472610310,1472610310,20160830,1,53,44,2430,,1,,Chrome,50,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301747,ORD201608301747,Badge Holder,GGOEGOXQ016399,(not set),Single Option Only,(not set), 9.70 , 1.59 ,1.59,1
1,1472610310,1472610310,20160830,1,53,44,2430,,1,,Chrome,50,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301747,ORD201608301747,Google Twill Cap,GGOEGHPB071610,(not set),Single Option Only,(not set), 9.70 , 8.79 ,8.79,1
3,1472569309,1472569309,20160830,1,54,37,587,,,,Chrome,53,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301748,ORD201608301748,Google Women's Short Sleeve Hero Tee Red Heather,GGOEGAER029714,(not set), MD,(not set), 146.80 , 15.19 ,15.19,1
3,1472569309,1472569309,20160830,1,54,37,587,,,,Chrome,53,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301748,ORD201608301748,Google Women's Short Sleeve Shirt Blue,GGOEGAEC029114,(not set), MD,(not set), 146.80 , 15.19 ,15.19,1
3,1472569309,1472569309,20160830,1,54,37,587,,,,Chrome,53,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301748,ORD201608301748,Google Women's Short Sleeve Performance Tee Black,GGOEGALB059914,(not set), MD,(not set), 146.80 , 17.59 ,17.59,1
3,1472569309,1472569309,20160830,1,54,37,587,,,,Chrome,53,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301748,ORD201608301748,Google Women's Fleece Hoodie,GGOEGAQB036014,(not set), MD,(not set), 146.80 , 44.79 ,44.79,1
3,1472569309,1472569309,20160830,1,54,37,587,,,,Chrome,53,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301748,ORD201608301748,Engraved Ceramic Google Mug,GGOEGDWC020199,(not set),Single Option Only,(not set), 146.80 , 7.19 ,7.19,1
3,1472569309,1472569309,20160830,1,54,37,587,,,,Chrome,53,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301748,ORD201608301748,23 oz Wide Mouth Sport Bottle,GGOEGDHC015299,(not set),Single Option Only,(not set), 146.80 , 8.79 ,8.79,1
3,1472569309,1472569309,20160830,1,54,37,587,,,,Chrome,53,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301748,ORD201608301748,Google Men's 100% Cotton Short Sleeve Hero Tee Red,GGOEGAAR010715,(not set), LG,(not set), 146.80 , 13.59 ,13.59,1
5,1472577781,1472577781,20160830,1,55,48,937,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301750,ORD201608301750,Foam Can and Bottle Cooler,GGOEGFYQ016599,(not set),Single Option Only,(not set), 500.80 , 136.74 ,1.59,86
5,1472577781,1472577781,20160830,1,55,48,937,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301750,ORD201608301750,Recycled Mouse Pad,GGOEGODR017799,(not set),Single Option Only,(not set), 500.80 , 120.00 ,1.2,100
5,1472577781,1472577781,20160830,1,55,48,937,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301750,ORD201608301750,Google 22 oz Water Bottle,GGOEGDHC018299,(not set), BLUE,(not set), 500.80 , 76.48 ,2.39,32
5,1472577781,1472577781,20160830,1,55,48,937,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301750,ORD201608301750,Google 22 oz Water Bottle,GGOEGDHR018499,(not set), RED,(not set), 500.80 , 76.48 ,2.39,32
2,1472570501,1472570501,20160830,1,75,50,4721,,,,Chrome,74,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301761,ORD201608301761,Google Tote Bag,GGOEGBJC014399,(not set),Single Option Only,(not set), 145.10 , 9.99 ,9.99,1
2,1472570501,1472570501,20160830,1,75,50,4721,,,,Chrome,74,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301761,ORD201608301761,Large Zipper Top Tote Bag,GGOEGBJB022599,(not set),Single Option Only,(not set), 145.10 , 34.99 ,34.99,1
2,1472570501,1472570501,20160830,1,75,50,4721,,,,Chrome,74,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301761,ORD201608301761,Google Laptop and Cell Phone Stickers,GGOEGFKQ020399,(not set),Single Option Only,(not set), 145.10 , 1.99 ,1.99,1
2,1472570501,1472570501,20160830,1,75,50,4721,,,,Chrome,74,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301761,ORD201608301761,Google Womens 3/4 Sleeve Baseball Raglan Heather/Black,GGOEGAEA030413,(not set), SM,(not set), 145.10 , 19.99 ,19.99,1
2,1472570501,1472570501,20160830,1,75,50,4721,,,,Chrome,74,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301761,ORD201608301761,Google Women's Hero V-Neck Tee White,GGOEGALQ034213,(not set), SM,(not set), 145.10 , 16.99 ,16.99,1
2,1472570501,1472570501,20160830,1,75,50,4721,,,,Chrome,74,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301761,ORD201608301761,Google Women's Vintage T-Shirt Black,GGOEGALB034113,(not set), SM,(not set), 145.10 , 16.99 ,16.99,1
2,1472570501,1472570501,20160830,1,75,50,4721,,,,Chrome,74,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301761,ORD201608301761,Badge Holder,GGOEGOXQ016399,(not set),Single Option Only,(not set), 145.10 , 1.99 ,1.99,1
2,1472570501,1472570501,20160830,1,75,50,4721,,,,Chrome,74,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301761,ORD201608301761,Google Long Sleeve Raglan Badge Henley Ocean Blue,GGOEGAEC033113,(not set), SM,(not set), 145.10 , 24.99 ,24.99,1
2,1472577586,1472577586,20160830,1,78,53,1597,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301762,ORD201608301762,Google Youth Baseball Raglan Heather/Black,GGOEGAYB068025,(not set), 10/12 Y,(not set), 256.62 , 19.99 ,19.99,1
2,1472577586,1472577586,20160830,1,78,53,1597,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301762,ORD201608301762,Google Twill Cap,GGOEGHPB071610,(not set),Single Option Only,(not set), 256.62 , 8.79 ,8.79,1
2,1472577586,1472577586,20160830,1,78,53,1597,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301762,ORD201608301762,Electronics Accessory Pouch,GGOEGBFC018799,(not set),Single Option Only,(not set), 256.62 , 7.98 ,3.99,2
2,1472577586,1472577586,20160830,1,78,53,1597,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301762,ORD201608301762,Micro Wireless Earbuds,GGOEGEVA022399,(not set),Single Option Only,(not set), 256.62 , 31.99 ,31.99,1
2,1472577586,1472577586,20160830,1,78,53,1597,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301762,ORD201608301762,Google G Noise-reducing Bluetooth Headphones,GGOEGEVB070599,(not set),Single Option Only,(not set), 256.62 , 119.99 ,119.99,1
2,1472577586,1472577586,20160830,1,78,53,1597,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301762,ORD201608301762,Google 4400mAh Power Bank,GGOEGEHQ072599,(not set),Single Option Only,(not set), 256.62 , 30.39 ,30.39,1
2,1472577586,1472577586,20160830,1,78,53,1597,,,,Chrome,49,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301762,ORD201608301762,Google Executive Umbrella,GGOEGCVB072399,(not set),Single Option Only,(not set), 256.62 , 27.99 ,27.99,1
2,1472577586,1472577586,20160830,1,78,53,1597,,,,Chrome,77,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301762,ORD201608301762,Ballpoint Stylus Pen,GGOEGOAR013599,(not set),Single Option Only,(not set), 54.12 , 17.60 ,4.4,4
2,1472577586,1472577586,20160830,1,78,53,1597,,,,Chrome,77,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301762,ORD201608301762,Red Spiral Google Notebook,GGOEGOCT019199,(not set),Single Option Only,(not set), 54.12 , 15.98 ,7.99,2
2,1472577586,1472577586,20160830,1,78,53,1597,,,,Chrome,77,,,/ordercompleted.html,shop.googlemerchandisestore.com,Checkout Confirmation,,,/ordercompleted.html,ORD201608301762,ORD201608301762,Badge Holder,GGOEGOXQ016399,(not set),Single Option Only,(not set), 54.12 , 1.59 ,1.59,1
